video_id,instance_id,query,short_query
2yu9Qkdo4HY,0,baby is crawling the stairs,baby
2yu9Qkdo4HY,1,man behind on the stairs,man
2zH86XBZW9M,0,the car is racing,the car
2zH86XBZW9M,1,yellow car leading the race,yellow car
2zH86XBZW9M,2,a white car on the second rank is moving,a white car on the second rank
308iFEokW3k,0,cat is running in the spinning wheel,cat
30y8Uy0B_uk,0,a man with blue shirt is climbing a wall,a man with blue shirt
331z2cA-Q10,0,a dog is walking,a dog
33H-fW0qi6s,0,a green parrot is rolling on the carpet,a green parrot
33o3ffNNEHU,0,Brown dog rolling on the floor,Brown dog
34Z-fOOeWD8,0,the dog is crawling on the floor,the dog
34Z-fOOeWD8,1,black dog crawling on the ground,black dog
3596FFQZfwo,0,a dog is eating a red apple,a dog
35gSAMyMiC0,0,Baby in the diaper climbing the wooden stairs,Baby in the diaper
36cQGW1yY7M,0,Baby in pink is walking towards a man,Baby in pink
36cQGW1yY7M,1,man is standing on the carpet,man
36ox3vTtDJ4,0,man in black bouncing a basketball,man in black
36ox3vTtDJ4,1,the basketball is being dribbled between a man's legs,the basketball
37A0J9SX6jg,0,Guy crawling under small pink gate,Guy
37IpwlB12CA,0,an asian guy is doing a trick,an asian guy
3Ai-kolEWo8,0,Kitten catching a rope,Kitten
3Cazuwx_IyA,0,a guy with red shirt is shooting a red ball through the goal,a guy with red shirt
3Cazuwx_IyA,1,a pink ball is flying on the air,a pink ball
3CcQVREqgPM,0,Huge air ball rolling down hill,Huge air ball
3CcQVREqgPM,1,a big blob is rolling down from a hill,a big blob
3CcQVREqgPM,2,man in yellow shirt standing on a small car,man in yellow shirt
3CfyKqIHoZI,0,black cat is jumping inside the room,black cat
3CfyKqIHoZI,1,yellow ball on the bottom left,yellow ball
3CsZEY1TWNs,0,the bird playing on a coffee table,the bird
3CsZEY1TWNs,1,green soft ball is lying on the table,green soft ball
3CsZEY1TWNs,2,a man with brown pant is sitting on the left,a man with brown pant
3DQA-gR25aU,0,Guy in green boots running on the athletic track,Guy in green boots
3DQA-gR25aU,1,a man in black on the right is running,a man in black
3F0miIJOpVM,0,woman in green hat standing on the grass,woman in green hat
3F0miIJOpVM,1,Lady with white hat on the left throwing a ball,Lady with white hat on the left
3F0miIJOpVM,2,volleyball flying over the net,volleyball
3F0miIJOpVM,3,Man in pink shirt standing in the back,Man in pink shirt
3GEsLoeltAs,0,Dog is crazily rolling its body,Dog
3HSt4zAk500,0,cat climbing on the human leg,cat
3KZt_zA7Z80,0,baby in pink crawling on the floor,baby in pink
3OL8ka2qRjw,0,Green bird is eating a breakfast,Green bird
3OOe0PEsosM,0,a cat is eating food,a cat
3OtYVbDsbl4,0,dog rolling on the grass,dog
3Ouf2rVTT_U,0,the man in a yellow jersey is running in a long distance race,the man in a yellow jersey
3Ouf2rVTT_U,1,Man in light blue shirt leading the running group,Man in light blue shirt
3Ouf2rVTT_U,2,a man in blue shirt on the right is running,a man in blue shirt
3QlWEqI_VmI,0,White seagull is flying in the city,White seagull
3SKyc0aKx70,0,a man is jumping up and down,a man
3SRV3qqUkMk,0,a car is rolling on the ground,a car
3TVtsHzjk0g,0,a black and white cat is jumping and playing,a black and white cat
3U3rWowWV38,0,black dog rolling on the grass,black dog
3W48_zP80Jc,0,the green and yellow bird is playing with a toy,the green and yellow bird
3W4aL4r3NQg,0,child climbing the stairs,child
3WQSG8hqaKA,0,Car flying from the trampoline,Car
3Xb7MttBGtc,0,a baby in green shirt is walking,a baby in green shirt
3YK4apSy4no,0,a cat is climbing up a ladder,a cat
3bbN_4bq6Xc,0,a guy on the left is doing karate,a guy on the left
3bbN_4bq6Xc,1,man got kicked in the head,man
3bbN_4bq6Xc,2,the white man on the left is rolling on the air,the white man on the left
3gGT-k9RMRc,0,Little puppy is eating a pet food,Little puppy
3gbe-0L9yiA,0,the dog is running,the dog
3grcsJN2C4U,0,a brownish cat is walking on a shelf,a brownish cat
3hge80zUXb8,0,parrot is lying in the cage,parrot
3jIojfAMv_M,0,baby rolling,baby
3jiGoLRFnJY,0,a dog is rolling and playing,a dog
3kntCqeudw0,0,a white car is flying,a white car
3kntCqeudw0,1,two people standing on the right side of the road,two people
3kntCqeudw0,2,a man is watching on the left,a man
3mX_Jd-Buac,0,dog crawling on the street,dog
3mX_Jd-Buac,1,the person is walking,the person
3nP5KcPsPDg,0,a child is crawling on the floor,a child
3nrmzQRSA9E,0,blue car flying over the road,blue car
3pcBcmE8BlQ,0,bird jumping on the ground,bird
3pv6hzphecU,0,a pink baby is climbing the stairs,a pink baby
3rbzcgnKWV8,0,man in blue shirt and dark blue short pants standing,man in blue shirt and dark blue short pants
3rbzcgnKWV8,1,man in white top standing in the center,man in white top
3rbzcgnKWV8,2,a woman is jumping,a woman
3rbzcgnKWV8,3,woman in pink top and black shorts sitting on the left,woman in pink top and black shorts
3ur7UqCDaVU,0,parrot jumping up and down on the bed,parrot
3vWwbS4yslg,0,Half naked man climbing the rock,Half naked man
3w-Jn2DNiLo,0,Boy climbing over plastic fence in the house,Boy
3wG7GhHBspI,0,man climbing the rocks,man
3z75155Qh0I,0,Brown dog is eating on the white floor,Brown dog
3z75155Qh0I,1,dog jumping for food,dog
3z75155Qh0I,2,a woman is standing and playing with a dog,a woman
3zmjFdWEYCg,0,baby crawling on the floor,baby
3zsM3jBwWIM,0,green car running on the street,green car
3zsM3jBwWIM,1,man in gray suits walking,man in gray suits
3zsM3jBwWIM,2,man in gray top walking on the left,man in gray top
3zsM3jBwWIM,3,a man in white tshirt is walking,a man in white tshirt
40N9GKNzkpE,0,Cat is walking on the snow,Cat
41Q3PJYW-e4,0,baby in yellow top crawling on the floor,baby in yellow top
42vGy77iTwM,0,a black and white bird is running,a black and white bird
43cCJXD45xw,0,a dog is jumping up and down,a dog
45H1pUXQXos,0,White is rolling on the road,White
45hI5NIGjoM,0,white dog crawling on the grass,white dog
45jD2spRMJs,0,Colorful parrot is climbing the tree,Colorful parrot
46sfTmrOT2E,0,the green car is flipping onto its roof,the green car
47ZD2oiCcZ8,0,baby crawling towards the camera,baby
49CA1JH-fTw,0,the corgi is eating some leaves,the corgi
4Ak0n2EzphI,0,a cat is climbing up the fences,a cat
4CZjVBpRQtM,0,man in uniform walking on the bottom left,man in uniform
4CZjVBpRQtM,1,man in uniform walking at last in the second row from left,man in uniform
4CZjVBpRQtM,2,Large guy is walking in the middle of the street,Large guy
4CZjVBpRQtM,3,bottom right man in uniform walking on the street,bottom right man
4DIsfDhf-U8,0,a colorful parrot is jumping,a colorful parrot
4GNZfsibs7E,0,a black and white cat is walking,a black and white cat
4HH2NsDWPEc,0,a man is jumping and running,a man
4KSYpcSrKSE,0,Woman standing near sand,Woman
4KSYpcSrKSE,1,guy in white shirt standing on the right,guy in white shirt
4KSYpcSrKSE,2,a man with black shirt is jumping,a man with black shirt
4KSYpcSrKSE,3,a man in black is running and jumping,a man in black
4O8mr9iSBdw,0,a man is running in the forest,a man
4PcL6-mjRNk,0,Brown dog is running for the ball,Brown dog
4PcL6-mjRNk,1,the dog is running,the dog
4QrlPmK4B94,0,the person in black and red is sprinting,the person in black and red
4QrlPmK4B94,1,a man in white jersey is running,a man in white jersey
4QrvLoxFAM4,0,man climbing on the right,man
4QrvLoxFAM4,1,man climbing on left,man
4RdXzesRzvw,0,Cat is running on the grass,Cat
4THg1hTk7JE,0,white dog eating,white dog
4URaexb9uDw,0,The bird is searching food in the water,The bird
4Ufh1Mwv1rI,0,the scion brand car is driving on a road,the scion brand car
4VrkTnjB6j0,0,baby climbing onto the couch,baby
4WOut2ptwWc,0,the dog is catching the frisbee,the dog
4ZKO9NeBhHg,0,big black car is falling down the hill,big black car
4_36zVJDHe0,0,a bird is climbing up,a bird
4_ITertK6K0,0,the person is climbing,the person
4cwJEqSzXbg,0,white car rolling our of the road,white car
4d5PQu7i9TU,0,baby climbing stairs,baby
4d5PQu7i9TU,1,the dog is holding a tug toy,the dog
4d5PQu7i9TU,2,man walking behind the baby,man
4eft6D3PbHI,0,Green parrot is faking to be a dead on the table,Green parrot
4eft6D3PbHI,1,the man is shooting a bird with a pistol,the man
4ehawC6iiZQ,0,parrot lying down,parrot 
4ez0EQpnUW8,0,man in black shorts rolling,man in black shorts
4ez0EQpnUW8,1,topless man crawling on the left,topless man
4ez0EQpnUW8,2,a man is standing then sitting,a man
4ez0EQpnUW8,3,man in yellow shirt and black shorts crawling on the right,man in yellow shirt and black shorts
4f8qMgALT_Y,0,baby rolling,baby
4fmY-4AMXXE,0,dog is rolling on the ground,dog
4i6H57pU5Fc,0,a baby is standing on the right,a baby
4i6H57pU5Fc,1,lady sitting on the ground,lady
4k56VzjQY2s,0,bird walking in the grass,bird
4kOmkuJ0CoU,0,the person in blue is walking,the person in blue
4ltpjuovmPM,0,a man in dark shirt is walking,a man in dark shirt
4ltpjuovmPM,1,the bespectacled woman is walking,the bespectacled woman
4ltpjuovmPM,2,Guy in white shirt and black pants walking in front,Guy in white shirt and black pants
4mOO8ASGbF8,0,Mother duck is leading the group of baby ducks,Mother duck
4mOO8ASGbF8,1,Small cute duck on the left following his mother,Small cute duck on the left
4mOO8ASGbF8,2,a small duck is walking in the middle,a small duck
4mgdI7zLdGw,0,a man in white pant is walking,a man in white pant
4mgdI7zLdGw,1,a white dog is following his owner,a white dog
4mjxwKlsaUw,0,Man in black coat throwing a ball to a dog,Man in black coat
4mjxwKlsaUw,1,dog is jumping over hurdle,dog
4mjxwKlsaUw,2,a red car is parked,a red car
4mjxwKlsaUw,3,a ball is thrown by a man and caught by a dog,a ball
4oYv3cxuwwc,0,baby in white walking next to a woman,baby in white
4oYv3cxuwwc,1,Woman sitting on the floor,Woman
4oYv3cxuwwc,2,a green ball is in hands of a woman,a green ball
4oqMiniu9uA,0,a man is eating a sandwich,a man
4s8-C7HcWbA,0,Orange cat jumping from the car to the roof,Orange cat
4vHTWnxmHWc,0,the blue bird is jumping,the blue bird
4vHTWnxmHWc,1,a green bird on the right is walking on a stick,a green bird on the right
4wLoOodR3U0,0,a man with red shirt is jumping in a competition,a man with red shirt
4xNTw6cEicA,0,Man is throwing a bowling ball,Man
4xNTw6cEicA,1,a ball is moving in a bowling floor,a ball
4xWzj1lqLp8,0,the cat is eating flowers,the cat 
508xrJNlrE4,0,dog eating apple,dog
508xrJNlrE4,1,a man giving an apple to his dog,a man
51jY7qRrqNA,0,black cat rolling on the floor,black cat
524cMKJukFM,0,cat jumping onto a roof,cat
54UpXB8kd5M,0,a man is rolling in the grass,a man
54aJXmDnyXQ,0,a small car walking,a small car
550_Zk52K0o,0,Cat rolling on the bed,Cat
55flVWE0wkA,0,man walking on the right,man
55flVWE0wkA,1,lady walking,lady
56GdOG7MONY,0,baby is lying on the bed,baby
56oHsMiQ8QY,0,black dog walking on the grass,black dog
57AYg0BbqjY,0,person lying on the floor ,person
57AYg0BbqjY,1,black dog crawling on the carpet,black dog
57nU5wPDef4,0,a bird is eating food,a bird
58ehMXOun1I,0,a cat is jumping and playing with a toy,a cat
58rYwU1Rnpw,0,mama duck walking,mama duck
58rYwU1Rnpw,1,the baby chick on the left is following its mother,the baby chick on the left
58rYwU1Rnpw,2,Baby duck behind its mother walking,Baby duck behind its mother
58rYwU1Rnpw,3,small duck walking with mama duck,small duck
58rYwU1Rnpw,4,Little baby duck is following a mother duck,Little baby duck
58rYwU1Rnpw,5,a baby duck is walking in the middle,a baby duck
58xVk48t4GI,0,baby climbing,baby
597j9KkG37U,0,a cute white golden retriever is walking besides its owner,a cute white golden retriever
59wKCYDHWZY,0,bird climbing,bird
5BTwZJWHqmk,0,black dog jumping over the obstacles,black dog
5BTwZJWHqmk,1,a green woman is running,a green woman
5C8dVmyrUrk,0,baby walking in the room,baby
5DBI7LoAEkE,0,man playing frisbee with a dog,man
5DBI7LoAEkE,1,a dog is jumping up to catch a frisbee,a dog
5DEOQzI8_Mc,0,man in black top crawling,man in black top
5DEOQzI8_Mc,1,naked man is crawling in the sand,naked man
5DEOQzI8_Mc,2,Half naked guy rolling in the back,Half naked guy
5DIZA8MuV90,0,Car is rolling on the road during night,Car
5DLdz3LvYcs,0,yellow bird climbing onto the bed,yellow bird
5EQO8sB7qEk,0,Woman is crawling on the grass like spiderman,Woman
5HWNziFGRMQ,0,ball rolling,ball
5Kt_pi1z1sA,0,woman in green vest walking with a dog,woman in green vest
5Kt_pi1z1sA,1,White black dog is walking near the car,White black dog
5L28TM48bF0,0,white dog rolling on the floor,white dog
5M70V_qw8Z0,0,a woodpecker is pecking a tree,a woodpecker
5MgnA8i9GJE,0,man in red shirt shooting a basketball,man in red shirt
5MgnA8i9GJE,1,a ball is flying toward the basket,a ball
5MgnA8i9GJE,2,a man in white short pant is throwing the ball,a man in white short pant
5MgnA8i9GJE,3,Orange ball flying on the basketball court,Orange ball
5NvhocSFVso,0,dog crouching on the floor,dog
5NvhocSFVso,1,dog standing on the right,dog
5P5akoQ_eNI,0,woman climbing rocks in the middle,woman
5Ph_xsAPBiA,0,Small black puppy crawling on the floor,Small black puppy
5QttImm9ubE,0,Green ball laying on the wooden floor,Green ball
5SCT6ED01-A,0,baby rolling,baby
5X3tJQtytiU,0,the dog is walking,the dog
5X3tJQtytiU,1,man walking with a brown dog,man
5XeeMWR4q7Y,0,cat climbing the pole,cat 
5Z4WHfoTVOg,0,man is playing basketball,man
5Z4WHfoTVOg,1,an orange ball is flying on the air,an orange ball
5ZF6NsvZ6-o,0,bird flying in the sky,bird
5Z_kDOb22uk,0,Dog is running in the garden,Dog
5ZzWG2dYzMs,0,Half naked guy is climbing the rock,Half naked guy
5_ONVWEUAcg,0,the baby is trying to get the green ball,the baby
5_ONVWEUAcg,1,Green ball with smile on it is rolling on the floor,Green ball with smile on it
5buxh1U3c3Q,0,girl in a dress walking in the middle,girl in a dress
5czaHWfzwuw,0,black dog rolling on the lawn,black dog
5czaHWfzwuw,1,woman crawling on the grass,woman
5d0dRFMFEwc,0,Bird looking at the water,Bird
5hMVgU7tgMM,0,Girl in the black jacket throwing discs to the dog,Girl in the black jacket
5hMVgU7tgMM,1,the dog is jumping,the dog
5hZMd1s5aMw,0,Yellow ball is rolling on the grass,Yellow ball
5hZMd1s5aMw,1,White dog is pushing a yellow ball,White dog
5hZrRU67r78,0,car flying,car
5j0VBiyOYTY,0,Man is crawling on the floor,Man
5kMTHwjy6Z8,0,a car is flying on the air,a car
5ms_cdQzkwE,0,a yellow bird is rolling on a couch,a yellow bird
5nRfHtkqGkk,0,the person is playing with a bird,the person
5nRfHtkqGkk,1,a green parrot is rolling on the table,a green parrot
5nulXM5hxvI,0,cat with back lights on running on the road,cat with back lights
5s0OPsKgM7s,0,dotted cat running ,dotted cat
5s0OPsKgM7s,1,someone on the right is training a wild animal outside in the forest,someone on the right
5tJAyNxig_A,0,man jumping over the balcony,man
5umStCF7m6Q,0,a guy is doing fitness,a guy
5umStCF7m6Q,1,a red ball is seated on the right,a red ball
5umStCF7m6Q,2,A ball with blue white color sitting on the left,A ball with blue white color
5yllYuPMpv0,0,a baby is rolling in his bed,a baby
5zbKfGSycSw,0,a guy with white karate uniform is rolling ,a guy with white karate uniform
5zjG5LL_muw,0,a black car is jumping up and down,a black car
5zjG5LL_muw,1,the man in black is walking near a car hopping up and down,the man in black
610oOuqMPJQ,0,truck jumping,truck
610oOuqMPJQ,1,a man in black is watching,a man in black
61aoQTZhNq0,0,a yellow car is jumping up an down,a yellow car
62h4AOrELo4,0,a black bird is walking,a black bird
62h4AOrELo4,1,a person is walking back,a person
64CDKLMiTGY,0,a car is rolling,a car 
64YpE9Pgsgk,0,Woman in pink orange shirt and denim shorts standing near tractor,Woman in pink orange shirt and denim shorts
64YpE9Pgsgk,1,a car is jumping on the air,a car 
64hkbU76XAk,0,a car is climbing up a shelf,a car
64kPeduPTwE,0,the light brown dog is running,the light brown dog
64kPeduPTwE,1,woman sitting at the table,woman
64lbcmIhb28,0,woman standing next to a white dog,woman
64lbcmIhb28,1,White dog jumping a rope,White dog
64lbcmIhb28,2,a brown dog is sitting,a brown dog
65BFsj3RUXQ,0,the dog is crawling with a ball in its mouth,the dog
67Y6h4rSLms,0,kid crouching on the floor,kid
68nDn05iAgw,0,dog running,dog
69KmT_eFkFA,0,Green parrot climbing down the wooden stairs,Green parrot
69tD8y2r2pU,0,The dog jumping near the house corner,The dog 
6BbapyqbWs4,0,white and blue racing car running on the road,white and blue racing car
6CkAfx1E58M,0,a person is jumping over s stick,a person
6EBCqFHofX4,0,bird walking on the sand,bird
6I4AXKzY_nQ,0,Baby girl in pink costume walking in the corridor,Baby girl in pink costume
6I4AXKzY_nQ,1,Mother following her baby in the corridor,Mother
6Iw8rbbRZs4,0,soldier crouching on the ground,soldier
6J8KkTOhH_c,0,a cat is rolling on the ground,a cat
6JMh_oA23EU,0,a woman in green shirt is standing and talking with her phone,a woman in green shirt
6JMh_oA23EU,1,the man is walking and looking at his phone,the man
6JMh_oA23EU,2,woman in white top walking next to a man,woman in white top
6Jpbm-5Hrmg,0,parrot jumping on the table,parrot
6K0dWUvUwcg,0,a guy with blue cap is watching a yellow car,a guy with blue cap
